"ObsDate","ObsTime","IntSensor","ExtSensor"
"2016-Mar-10","22:53:15",9,-20.5
"2016-Mar-10","22:58:15",9.2,-20.5
"2016-Mar-10","23:03:15",9.2,-20.5
"2016-Mar-10","23:08:15",9.2,-20.5
"2016-Mar-10","23:13:15",9.2,-20.5
"2016-Mar-10","23:18:15",9.2,-20.5
"2016-Mar-10","23:23:15",9.2,-20.5
"2016-Mar-10","23:28:15",9.4,-20.5
"2016-Mar-10","23:33:15",9.2,-20.5
"2016-Mar-10","23:38:15",9.4,-20.5
"2016-Mar-10","23:43:15",9.4,-20.5
"2016-Mar-10","23:48:15",9.4,-20.5
"2016-Mar-10","23:53:15",9.4,-20.5
"2016-Mar-10","23:58:15",9.4,-20.5
"2016-Mar-11","20:59:37",5.1,-20.5
"2016-Mar-11","21:04:59",5.5,-20.5
"2016-Mar-11","21:09:59",6.5,-20.5
"2016-Mar-11","21:14:59",7.2,-20.5
"2016-Mar-11","21:19:59",7.5,-20.5
"2016-Mar-11","21:24:59",7.9,-20.5
"2016-Mar-11","21:29:59",8,-20.5
"2016-Mar-11","21:34:59",8.2,-20.5
"2016-Mar-11","21:39:59",8.4,-20.5
"2016-Mar-11","21:44:59",8.5,-20.5
"2016-Mar-11","21:49:59",8.5,-20.5
"2016-Mar-11","21:54:59",8.7,-20.5
"2016-Mar-11","21:59:59",8.9,-20.5
"2016-Mar-11","22:04:59",8.9,-20.5
"2016-Mar-11","22:09:59",8.9,-20.5
"2016-Mar-11","22:14:59",9,-20.5
"2016-Mar-11","22:19:59",9,-20.5
"2016-Mar-11","22:24:59",9,-20.5
"2016-Mar-11","22:29:59",9,-20.5
"2016-Mar-11","22:33:13",9,-20.5
"2016-Mar-11","22:38:14",9,-20.5
"2016-Mar-11","22:43:14",9.2,-20.5
"2016-Mar-11","22:48:14",9.2,-20.5
"2016-Mar-11","22:53:14",9.2,-20.5
"2016-Mar-11","22:58:14",9.2,-20.5
"2016-Mar-11","23:03:14",9.2,-20.5
"2016-Mar-11","23:08:14",9.2,-20.5
"2016-Mar-11","23:13:14",9.2,-20.5
"2016-Mar-11","23:18:14",9.2,-20.5
"2016-Mar-11","23:23:14",9.2,-20.5
"2016-Mar-11","23:28:14",9.2,-20.5
"2016-Mar-11","23:33:14",9.4,-20.5
"2016-Mar-11","23:38:14",9.4,-20.5
"2016-Mar-11","23:43:14",9.4,-20.5
"2016-Mar-11","23:48:14",9.4,-20.5
"2016-Mar-11","23:53:14",9.4,-20.5
"2016-Mar-11","23:58:14",9.4,-20.5
"2016-Mar-12","20:59:37",4.4,-20.5
"2016-Mar-12","21:04:59",4.9,-20.5
"2016-Mar-12","21:09:59",5.9,-20.5
"2016-Mar-12","21:14:59",6.5,-20.5
"2016-Mar-12","21:19:59",6.9,-20.5
"2016-Mar-12","21:24:59",7.2,-20.5
"2016-Mar-12","21:29:59",7.4,-20.5
"2016-Mar-12","21:34:59",7.5,-20.5
"2016-Mar-12","21:39:59",7.7,-20.5
"2016-Mar-12","21:44:59",7.9,-20.5
"2016-Mar-12","21:49:59",7.9,-20.5
"2016-Mar-12","21:54:59",8,-20.5
"2016-Mar-12","21:59:59",8,-20.5
"2016-Mar-12","22:04:59",8,-20.5
"2016-Mar-12","22:09:59",8.2,-20.5
"2016-Mar-12","22:14:59",8.2,-20.5
"2016-Mar-12","22:19:59",8.2,-20.5
"2016-Mar-12","22:24:59",8.2,-20.5
"2016-Mar-12","22:29:59",8.2,-20.5
"2016-Mar-12","22:33:12",8.2,-20.5
"2016-Mar-12","22:38:13",8.2,-20.5
"2016-Mar-12","22:43:13",8.2,-20.5
"2016-Mar-12","22:48:13",8.2,-20.5
"2016-Mar-12","22:53:13",8.2,-20.5
"2016-Mar-12","22:58:13",8.2,-20.5
"2016-Mar-12","23:03:13",8.2,-20.5
"2016-Mar-12","23:08:13",8.2,-20.5
"2016-Mar-12","23:13:13",8.2,-20.5
"2016-Mar-12","23:18:13",8.2,-20.5
"2016-Mar-12","23:23:13",8.4,-20.5
"2016-Mar-12","23:28:13",8.4,-20.5
"2016-Mar-12","23:33:13",8.4,-20.5
"2016-Mar-12","23:38:13",8.4,-20.5
"2016-Mar-12","23:43:13",8.4,-20.5
"2016-Mar-12","23:48:13",8.4,-20.5
"2016-Mar-12","23:53:13",8.4,-20.5
"2016-Mar-12","23:58:13",8.4,-20.5
"2016-Mar-13","20:59:37",4.7,-20.5
"2016-Mar-13","21:04:59",5.4,-20.5
"2016-Mar-13","21:09:59",6.4,-20.5
"2016-Mar-13","21:14:59",6.9,-20.5
"2016-Mar-13","21:19:59",7.2,-20.5
"2016-Mar-13","21:24:59",7.5,-20.5
"2016-Mar-13","21:29:59",7.9,-20.5
"2016-Mar-13","21:34:59",8,-20.5
"2016-Mar-13","21:39:59",8.2,-20.5
"2016-Mar-13","21:44:59",8.2,-20.5
"2016-Mar-13","21:49:59",8.4,-20.5
"2016-Mar-13","21:54:59",8.5,-20.5
"2016-Mar-13","21:59:59",8.5,-20.5
"2016-Mar-13","22:04:59",8.7,-20.5
"2016-Mar-13","22:09:59",8.7,-20.5
"2016-Mar-13","22:14:59",8.7,-20.5
"2016-Mar-13","22:19:59",8.9,-20.5
"2016-Mar-13","22:24:59",8.9,-20.5
"2016-Mar-13","22:29:59",8.9,-20.5
"2016-Mar-13","22:33:11",8.9,-20.5
"2016-Mar-13","22:38:12",8.9,-20.5
"2016-Mar-13","22:43:12",9,-20.5
"2016-Mar-13","22:48:12",9,-20.5
"2016-Mar-13","22:53:12",9,-20.5
"2016-Mar-13","22:58:12",9,-20.5
"2016-Mar-13","23:03:12",9,-20.5
"2016-Mar-13","23:08:12",9,-20.5
"2016-Mar-13","23:13:12",9.2,-20.5
"2016-Mar-13","23:18:12",9.2,-20.5
"2016-Mar-13","23:23:12",9.2,-20.5
"2016-Mar-13","23:28:12",9.2,-20.5
"2016-Mar-13","23:33:12",9.2,-20.5
"2016-Mar-13","23:38:12",9.2,-20.5
"2016-Mar-13","23:43:12",9.2,-20.5
"2016-Mar-13","23:48:12",9.2,-20.5
"2016-Mar-13","23:53:12",9.2,-20.5
"2016-Mar-13","23:58:12",9.2,-20.5
"2016-Apr-22","20:59:37",7,-20.5
"2016-Apr-22","21:04:59",7.5,-20.5
"2016-Apr-22","21:09:59",8.5,-20.5
"2016-Apr-22","21:14:59",9.2,-20.5
"2016-Apr-22","21:19:59",9.5,-20.5
"2016-Apr-22","21:24:59",9.8,-20.5
"2016-Apr-22","21:29:59",10,-20.5
"2016-Apr-22","21:34:59",10.2,-20.5
"2016-Apr-22","21:39:59",10.3,-20.5
"2016-Apr-22","21:44:59",10.5,-20.5
"2016-Apr-22","21:49:59",10.5,-20.5
"2016-Apr-22","21:54:59",10.7,-20.5
"2016-Apr-22","21:59:59",10.7,-20.5
"2016-Apr-22","22:04:59",10.8,-20.5
"2016-Apr-22","22:09:59",10.8,-20.5
"2016-Apr-22","22:14:59",10.8,-20.5
"2016-Apr-22","22:19:59",10.8,-20.5
"2016-Apr-22","22:24:59",11,-20.5
"2016-Apr-22","22:29:59",11,-20.5
"2016-Apr-22","22:33:11",11,-20.5
"2016-Apr-22","22:38:12",11,-20.5
"2016-Apr-22","22:43:12",11,-20.5
"2016-Apr-22","22:48:12",11,-20.5
"2016-Apr-22","22:53:12",11,-20.5
"2016-Apr-22","22:58:12",11,-20.5
"2016-Apr-22","23:03:12",11,-20.5
"2016-Apr-22","23:08:12",11,-20.5
"2016-Apr-22","23:13:12",11.2,-20.5
"2016-Apr-22","23:18:12",11.2,-20.5
"2016-Apr-22","23:23:12",11.2,-20.5
"2016-Apr-22","23:28:12",11.2,-20.5
"2016-Apr-22","23:33:12",11.2,-20.5
"2016-Apr-22","23:38:12",11.2,-20.5
"2016-Apr-22","23:43:12",11.2,-20.5
"2016-Apr-22","23:48:12",11.2,-20.5
"2016-Apr-22","23:53:12",11.2,-20.5
"2016-Apr-22","23:58:12",11.2,-20.5
"2016-Apr-23","20:59:37",6.5,-20.5
"2016-Apr-23","21:04:59",7,-20.5
"2016-Apr-23","21:09:59",8,-20.5
"2016-Apr-23","21:14:59",8.5,-20.5
"2016-Apr-23","21:19:59",9,-20.5
"2016-Apr-23","21:24:59",9.2,-20.5
"2016-Apr-23","21:29:59",9.5,-20.5
"2016-Apr-23","21:34:59",9.7,-20.5
"2016-Apr-23","21:39:59",9.8,-20.5
"2016-Apr-23","21:44:59",9.8,-20.5
"2016-Apr-23","21:49:59",10,-20.5
"2016-Apr-23","21:54:59",10.2,-20.5
"2016-Apr-23","21:59:59",10.2,-20.5
"2016-Apr-23","22:04:59",10.3,-20.5
"2016-Apr-23","22:09:59",10.3,-20.5
"2016-Apr-23","22:14:59",10.3,-20.5
"2016-Apr-23","22:19:59",10.3,-20.5
"2016-Apr-23","22:24:59",10.5,-20.5
"2016-Apr-23","22:29:59",10.5,-20.5
"2016-Apr-23","22:33:11",10.5,-20.5
"2016-Apr-23","22:38:12",10.5,-20.5
"2016-Apr-23","22:43:12",10.5,-20.5
"2016-Apr-23","22:48:12",10.5,-20.5
"2016-Apr-23","22:53:12",10.5,-20.5
"2016-Apr-23","22:58:12",10.7,-20.5
"2016-Apr-23","23:03:12",10.7,-20.5
"2016-Apr-23","23:08:12",10.7,-20.5
"2016-Apr-23","23:13:12",10.7,-20.5
"2016-Apr-23","23:18:12",10.7,-20.5
"2016-Apr-23","23:23:12",10.7,-20.5
"2016-Apr-23","23:28:12",10.7,-20.5
"2016-Apr-23","23:33:12",10.7,-20.5
"2016-Apr-23","23:38:12",10.7,-20.5
"2016-Apr-23","23:43:12",10.7,-20.5
"2016-Apr-23","23:48:12",10.7,-20.5
"2016-Apr-23","23:53:12",10.7,-20.5
"2016-Apr-23","23:58:12",10.7,-20.5
"2016-Apr-24","20:59:37",6,-20.5
"2016-Apr-24","21:04:59",6.5,-20.5
"2016-Apr-24","21:09:59",7.5,-20.5
"2016-Apr-24","21:14:59",8,-20.5
"2016-Apr-24","21:19:59",8.4,-20.5
"2016-Apr-24","21:24:59",8.7,-20.5
"2016-Apr-24","21:29:59",8.9,-20.5
"2016-Apr-24","21:34:59",9,-20.5
"2016-Apr-24","21:39:59",9.2,-20.5
"2016-Apr-24","21:44:59",9.2,-20.5
"2016-Apr-24","21:49:59",9.4,-20.5
"2016-Apr-24","21:54:59",9.4,-20.5
"2016-Apr-24","21:59:59",9.5,-20.5
"2016-Apr-24","22:04:59",9.5,-20.5
"2016-Apr-24","22:09:59",9.5,-20.5
"2016-Apr-24","22:14:59",9.5,-20.5
"2016-Apr-24","22:19:59",9.7,-20.5
"2016-Apr-24","22:24:59",9.7,-20.5
"2016-Apr-24","22:29:59",9.7,-20.5
"2016-Apr-24","22:33:11",9.7,-20.5
"2016-Apr-24","22:38:12",9.7,-20.5
"2016-Apr-24","22:43:12",9.7,-20.5
"2016-Apr-24","22:48:12",9.7,-20.5
"2016-Apr-24","22:53:12",9.7,-20.5
"2016-Apr-24","22:58:12",9.7,-20.5
"2016-Apr-24","23:03:12",9.7,-20.5
"2016-Apr-24","23:08:12",9.7,-20.5
"2016-Apr-24","23:13:12",9.7,-20.5
"2016-Apr-24","23:18:12",9.7,-20.5
"2016-Apr-24","23:23:12",9.7,-20.5
"2016-Apr-24","23:28:12",9.7,-20.5
"2016-Apr-24","23:33:12",9.7,-20.5
"2016-Apr-24","23:38:12",9.7,-20.5
"2016-Apr-24","23:43:12",9.7,-20.5
"2016-Apr-24","23:48:12",9.8,-20.5
"2016-Apr-24","23:53:12",9.8,-20.5
"2016-Apr-24","23:58:12",9.8,-20.5
"2016-Apr-25","20:59:37",5.7,-20.5
"2016-Apr-25","21:04:59",6.2,-20.5
"2016-Apr-25","21:09:59",7.2,-20.5
"2016-Apr-25","21:14:59",7.7,-20.5
"2016-Apr-25","21:19:59",8.2,-20.5
"2016-Apr-25","21:24:59",8.4,-20.5
"2016-Apr-25","21:29:59",8.7,-20.5
"2016-Apr-25","21:34:59",8.9,-20.5
"2016-Apr-25","21:39:59",9,-20.5
"2016-Apr-25","21:44:59",9.2,-20.5
"2016-Apr-25","21:49:59",9.2,-20.5
"2016-Apr-25","21:54:59",9.4,-20.5
"2016-Apr-25","21:59:59",9.4,-20.5
"2016-Apr-25","22:04:59",9.4,-20.5
"2016-Apr-25","22:09:59",9.5,-20.5
"2016-Apr-25","22:14:59",9.5,-20.5
"2016-Apr-25","22:19:59",9.5,-20.5
"2016-Apr-25","22:24:59",9.5,-20.5
"2016-Apr-25","22:29:59",9.7,-20.5
"2016-Apr-25","22:33:11",9.7,-20.5
"2016-Apr-25","22:38:12",9.5,-20.5
"2016-Apr-25","22:43:12",9.7,-20.5
"2016-Apr-25","22:48:12",9.7,-20.5
"2016-Apr-25","22:53:12",9.7,-20.5
"2016-Apr-25","22:58:12",9.7,-20.5
"2016-Apr-25","23:03:12",9.5,-20.5
"2016-Apr-25","23:08:12",9.5,-20.5
"2016-Apr-25","23:13:12",9.5,-20.5
"2016-Apr-25","23:18:12",9.5,-20.5
"2016-Apr-25","23:23:12",9.5,-20.5
"2016-Apr-25","23:28:12",9.5,-20.5
"2016-Apr-25","23:33:12",9.5,-20.5
"2016-Apr-25","23:38:12",9.5,-20.5
"2016-Apr-25","23:43:12",9.5,-20.5
"2016-Apr-25","23:48:12",9.5,-20.5
"2016-Apr-25","23:53:12",9.5,-20.5
"2016-Apr-25","23:58:12",9.7,-20.5
"2016-Apr-26","20:59:37",5.7,-20.5
"2016-Apr-26","21:04:59",6.2,-20.5
"2016-Apr-26","21:09:59",7.2,-20.5
"2016-Apr-26","21:14:59",7.9,-20.5
"2016-Apr-26","21:19:59",8.2,-20.5
"2016-Apr-26","21:24:59",8.5,-20.5
"2016-Apr-26","21:29:59",8.7,-20.5
"2016-Apr-26","21:34:59",8.9,-20.5
"2016-Apr-26","21:39:59",9,-20.5
"2016-Apr-26","21:44:59",9.2,-20.5
"2016-Apr-26","21:49:59",9.4,-20.5
"2016-Apr-26","21:54:59",9.4,-20.5
"2016-Apr-26","21:59:59",9.5,-20.5
"2016-Apr-26","22:04:59",9.5,-20.5
"2016-Apr-26","22:09:59",9.5,-20.5
"2016-Apr-26","22:14:59",9.7,-20.5
"2016-Apr-26","22:19:59",9.7,-20.5
"2016-Apr-26","22:24:59",9.8,-20.5
"2016-Apr-26","22:29:59",9.8,-20.5
"2016-Apr-26","22:33:12",9.8,-20.5
"2016-Apr-26","22:38:13",9.8,-20.5
"2016-Apr-26","22:43:13",9.8,-20.5
"2016-Apr-26","22:48:13",9.8,-20.5
"2016-Apr-26","22:53:13",9.8,-20.5
"2016-Apr-26","22:58:13",9.8,-20.5
"2016-Apr-26","23:03:13",9.8,-20.5
"2016-Apr-26","23:08:13",10,-20.5
"2016-Apr-26","23:13:13",10,-20.5
"2016-Apr-26","23:18:13",10,-20.5
"2016-Apr-26","23:23:13",10,-20.5
"2016-Apr-26","23:28:13",10,-20.5
"2016-Apr-26","23:33:13",10,-20.5
"2016-Apr-26","23:38:13",10,-20.5
"2016-Apr-26","23:43:13",10,-20.5
"2016-Apr-26","23:48:13",10.2,-20.5
"2016-Apr-26","23:53:13",10.2,-20.5
"2016-Apr-26","23:58:13",10.2,-20.5
"2016-Apr-27","20:59:37",5.5,-20.5
"2016-Apr-27","21:04:59",6,-20.5
"2016-Apr-27","21:09:59",7,-20.5
"2016-Apr-27","21:14:59",7.5,-20.5
"2016-Apr-27","21:19:59",7.9,-20.5
"2016-Apr-27","21:24:59",8.2,-20.5
"2016-Apr-27","21:29:59",8.4,-20.5
"2016-Apr-27","21:34:59",8.5,-20.5
"2016-Apr-27","21:39:59",8.7,-20.5
"2016-Apr-27","21:44:59",8.7,-20.5
"2016-Apr-27","21:49:59",8.9,-20.5
"2016-Apr-27","21:54:59",8.9,-20.5
"2016-Apr-27","21:59:59",9,-20.5
"2016-Apr-27","22:04:59",9,-20.5
"2016-Apr-27","22:09:59",9,-20.5
"2016-Apr-27","22:14:59",9,-20.5
"2016-Apr-27","22:19:59",9,-20.5
"2016-Apr-27","22:24:59",9.2,-20.5
"2016-Apr-27","22:29:59",9.2,-20.5
"2016-Apr-27","22:33:11",9.2,-20.5
"2016-Apr-27","22:38:12",9.2,-20.5
"2016-Apr-27","22:43:12",9.2,-20.5
"2016-Apr-27","22:48:12",9.2,-20.5
"2016-Apr-27","22:53:12",9.2,-20.5
"2016-Apr-27","22:58:12",9.4,-20.5
"2016-Apr-27","23:03:12",9.4,-20.5
"2016-Apr-27","23:08:12",9.4,-20.5
"2016-Apr-27","23:13:12",9.4,-20.5
"2016-Apr-27","23:18:12",9.4,-20.5
"2016-Apr-27","23:23:12",9.4,-20.5
"2016-Apr-27","23:28:12",9.4,-20.5
"2016-Apr-27","23:33:12",9.4,-20.5
"2016-Apr-27","23:38:12",9.4,-20.5
"2016-Apr-27","23:43:12",9.4,-20.5
"2016-Apr-27","23:48:12",9.4,-20.5
"2016-Apr-27","23:53:12",9.4,-20.5
"2016-Apr-27","23:58:12",9.4,-20.5
"2016-Apr-28","20:59:37",5.9,-20.5
"2016-Apr-28","21:04:59",6.4,-20.5
"2016-Apr-28","21:09:59",7.4,-20.5
"2016-Apr-28","21:14:59",7.9,-20.5
"2016-Apr-28","21:19:59",8.2,-20.5
"2016-Apr-28","21:24:59",8.5,-20.5
"2016-Apr-28","21:29:59",8.7,-20.5
"2016-Apr-28","21:34:59",8.9,-20.5
"2016-Apr-28","21:39:59",9,-20.5
"2016-Apr-28","21:44:59",9.2,-20.5
"2016-Apr-28","21:49:59",9.4,-20.5
"2016-Apr-28","21:54:59",9.4,-20.5
"2016-Apr-28","21:59:59",9.5,-20.5
"2016-Apr-28","22:04:59",9.5,-20.5
"2016-Apr-28","22:09:59",9.5,-20.5
"2016-Apr-28","22:14:59",9.7,-20.5
"2016-Apr-28","22:19:59",9.7,-20.5
"2016-Apr-28","22:24:59",9.7,-20.5
"2016-Apr-28","22:29:59",9.8,-20.5
"2016-Apr-28","22:33:11",9.8,-20.5
"2016-Apr-28","22:38:12",9.8,-20.5
"2016-Apr-28","22:43:12",9.8,-20.5
"2016-Apr-28","22:48:12",9.8,-20.5
"2016-Apr-28","22:53:12",9.8,-20.5
"2016-Apr-28","22:58:12",9.8,-20.5
"2016-Apr-28","23:03:12",9.8,-20.5
"2016-Apr-28","23:08:12",9.8,-20.5
"2016-Apr-28","23:13:12",10,-20.5
"2016-Apr-28","23:18:12",10,-20.5
"2016-Apr-28","23:23:12",10,-20.5
"2016-Apr-28","23:28:12",10,-20.5
"2016-Apr-28","23:33:12",10,-20.5
"2016-Apr-28","23:38:12",10,-20.5
"2016-Apr-28","23:43:12",10,-20.5
"2016-Apr-28","23:48:12",10,-20.5
"2016-Apr-28","23:53:12",10,-20.5
"2016-Apr-28","23:58:12",10,-20.5
"2016-Apr-29","20:59:37",5.7,-20.5
"2016-Apr-29","21:04:59",6.2,-20.5
"2016-Apr-29","21:09:59",7.2,-20.5
"2016-Apr-29","21:14:59",7.9,-20.5
"2016-Apr-29","21:19:59",8.2,-20.5
"2016-Apr-29","21:24:59",8.5,-20.5
"2016-Apr-29","21:29:59",8.7,-20.5
"2016-Apr-29","21:34:59",8.9,-20.5
"2016-Apr-29","21:39:59",9,-20.5
"2016-Apr-29","21:44:59",9.2,-20.5
"2016-Apr-29","21:49:59",9.2,-20.5
"2016-Apr-29","21:54:59",9.4,-20.5
"2016-Apr-29","21:59:59",9.4,-20.5
"2016-Apr-29","22:04:59",9.5,-20.5
"2016-Apr-29","22:09:59",9.5,-20.5
"2016-Apr-29","22:14:59",9.5,-20.5
"2016-Apr-29","22:19:59",9.5,-20.5
"2016-Apr-29","22:24:59",9.7,-20.5
"2016-Apr-29","22:29:59",9.7,-20.5
"2016-Apr-29","22:33:11",9.7,-20.5
"2016-Apr-29","22:38:12",9.7,-20.5
"2016-Apr-29","22:43:12",9.7,-20.5
"2016-Apr-29","22:48:12",9.7,-20.5
"2016-Apr-29","22:53:12",9.7,-20.5
"2016-Apr-29","22:58:12",9.7,-20.5
"2016-Apr-29","23:03:12",9.7,-20.5
"2016-Apr-29","23:08:12",9.7,-20.5
"2016-Apr-29","23:13:12",9.7,-20.5
"2016-Apr-29","23:18:12",9.8,-20.5
"2016-Apr-29","23:23:12",9.8,-20.5
"2016-Apr-29","23:28:12",9.8,-20.5
"2016-Apr-29","23:33:12",9.8,-20.5
"2016-Apr-29","23:38:12",9.8,-20.5
"2016-Apr-29","23:43:12",9.8,-20.5
"2016-Apr-29","23:48:12",9.8,-20.5
"2016-Apr-29","23:53:12",9.8,-20.5
"2016-Apr-29","23:58:12",9.8,-20.5
"2016-Apr-30","20:59:37",5.7,-20.5
"2016-Apr-30","21:04:59",6.4,-20.5
"2016-Apr-30","21:09:59",7.4,-20.5
"2016-Apr-30","21:14:59",7.9,-20.5
"2016-Apr-30","21:19:59",8.2,-20.5
"2016-Apr-30","21:24:59",8.5,-20.5
"2016-Apr-30","21:29:59",8.7,-20.5
"2016-Apr-30","21:34:59",8.9,-20.5
"2016-Apr-30","21:39:59",9,-20.5
"2016-Apr-30","21:44:59",9.2,-20.5
"2016-Apr-30","21:49:59",9.2,-20.5
"2016-Apr-30","21:54:59",9.4,-20.5
"2016-Apr-30","21:59:59",9.4,-20.5
"2016-Apr-30","22:04:59",9.4,-20.5
"2016-Apr-30","22:09:59",9.5,-20.5
"2016-Apr-30","22:14:59",9.5,-20.5
"2016-Apr-30","22:19:59",9.5,-20.5
"2016-Apr-30","22:24:59",9.5,-20.5
"2016-Apr-30","22:29:59",9.5,-20.5
"2016-Apr-30","22:33:11",9.7,-20.5
"2016-Apr-30","22:38:12",9.7,-20.5
"2016-Apr-30","22:43:12",9.7,-20.5
"2016-Apr-30","22:48:12",9.7,-20.5
"2016-Apr-30","22:53:12",9.7,-20.5
"2016-Apr-30","22:58:12",9.7,-20.5
"2016-Apr-30","23:03:12",9.7,-20.5
"2016-Apr-30","23:08:12",9.7,-20.5
"2016-Apr-30","23:13:12",9.7,-20.5
"2016-Apr-30","23:18:12",9.7,-20.5
"2016-Apr-30","23:23:12",9.7,-20.5
"2016-Apr-30","23:28:12",9.8,-20.5
"2016-Apr-30","23:33:12",9.8,-20.5
"2016-Apr-30","23:38:12",9.8,-20.5
"2016-Apr-30","23:43:12",9.8,-20.5
"2016-Apr-30","23:48:12",9.8,-20.5
"2016-Apr-30","23:53:12",9.8,-20.5
"2016-Apr-30","23:58:12",9.8,-20.5
"2016-May-01","20:59:37",6.9,-20.5
"2016-May-01","21:04:59",7.4,-20.5
"2016-May-01","21:09:59",8.4,-20.5
"2016-May-01","21:14:59",9,-20.5
"2016-May-01","21:19:59",9.4,-20.5
"2016-May-01","21:24:59",9.5,-20.5
"2016-May-01","21:29:59",9.8,-20.5
"2016-May-01","21:34:59",10,-20.5
"2016-May-01","21:39:59",10.2,-20.5
"2016-May-01","21:44:59",10.2,-20.5
"2016-May-01","21:49:59",10.3,-20.5
"2016-May-01","21:54:59",10.5,-20.5
"2016-May-01","21:59:59",10.5,-20.5
"2016-May-01","22:04:59",10.7,-20.5
"2016-May-01","22:09:59",10.7,-20.5
"2016-May-01","22:14:59",10.7,-20.5
"2016-May-01","22:19:59",10.8,-20.5
"2016-May-01","22:24:59",10.8,-20.5
"2016-May-01","22:29:59",10.8,-20.5
"2016-May-01","22:33:11",10.8,-20.5
"2016-May-01","22:38:12",10.8,-20.5
"2016-May-01","22:43:12",10.8,-20.5
"2016-May-01","22:48:12",11,-20.5
"2016-May-01","22:53:12",11,-20.5
"2016-May-01","22:58:12",11,-20.5
"2016-May-01","23:03:12",11,-20.5
"2016-May-01","23:08:12",11,-20.5
"2016-May-01","23:13:12",11,-20.5
"2016-May-01","23:18:12",11,-20.5
"2016-May-01","23:23:12",11.2,-20.5
"2016-May-01","23:28:12",11.2,-20.5
"2016-May-01","23:33:12",11.2,-20.5
"2016-May-01","23:38:12",11.2,-20.5
"2016-May-01","23:43:12",11.2,-20.5
"2016-May-01","23:48:12",11.2,-20.5
"2016-May-01","23:53:12",11.2,-20.5
"2016-May-01","23:58:12",11.2,-20.5
"2016-May-02","20:59:37",8,-20.5
"2016-May-02","21:04:59",8.7,-20.5
"2016-May-02","21:09:59",9.7,-20.5
"2016-May-02","21:14:59",10.2,-20.5
"2016-May-02","21:19:59",10.5,-20.5
"2016-May-02","21:24:59",10.8,-20.5
"2016-May-02","21:29:59",11,-20.5
"2016-May-02","21:34:59",11.2,-20.5
"2016-May-02","21:39:59",11.3,-20.5
"2016-May-02","21:44:59",11.5,-20.5
"2016-May-02","21:49:59",11.5,-20.5
"2016-May-02","21:54:59",11.7,-20.5
"2016-May-02","21:59:59",11.7,-20.5
"2016-May-02","22:04:59",11.8,-20.5
"2016-May-02","22:09:59",11.8,-20.5
"2016-May-02","22:14:59",11.8,-20.5
"2016-May-02","22:19:59",11.8,-20.5
"2016-May-02","22:24:59",12,-20.5
"2016-May-02","22:29:59",12,-20.5
"2016-May-02","22:33:12",12,-20.5
"2016-May-02","22:38:13",12,-20.5
"2016-May-02","22:43:13",12,-20.5
"2016-May-02","22:48:13",12,-20.5
"2016-May-02","22:53:13",12.2,-20.5
"2016-May-02","22:58:13",12.2,-20.5
"2016-May-02","23:03:13",12.2,-20.5
"2016-May-02","23:08:13",12.2,-20.5
"2016-May-02","23:13:13",12.2,-20.5
"2016-May-02","23:18:13",12.2,-20.5
"2016-May-02","23:23:13",12.2,-20.5
"2016-May-02","23:28:13",12.2,-20.5
"2016-May-02","23:33:13",12.2,-20.5
"2016-May-02","23:38:13",12.2,-20.5
"2016-May-02","23:43:13",12.2,-20.5
"2016-May-02","23:48:13",12.2,-20.5
"2016-May-02","23:53:13",12.2,-20.5
"2016-May-02","23:58:13",12.2,-20.5
"2016-May-03","20:59:37",7.7,-20.5
"2016-May-03","21:04:59",8.2,-20.5
"2016-May-03","21:09:59",9.2,-20.5
"2016-May-03","21:14:59",9.7,-20.5
"2016-May-03","21:19:59",10.2,-20.5
"2016-May-03","21:24:59",10.3,-20.5
"2016-May-03","21:29:59",10.7,-20.5
"2016-May-03","21:34:59",10.8,-20.5
"2016-May-03","21:39:59",10.8,-20.5
"2016-May-03","21:44:59",11,-20.5
"2016-May-03","21:49:59",11.2,-20.5
"2016-May-03","21:54:59",11.2,-20.5
"2016-May-03","21:59:59",11.3,-20.5
"2016-May-03","22:04:59",11.3,-20.5
"2016-May-03","22:09:59",11.5,-20.5
"2016-May-03","22:14:59",11.5,-20.5
"2016-May-03","22:19:59",11.5,-20.5
"2016-May-03","22:24:59",11.7,-20.5
"2016-May-03","22:29:59",11.7,-20.5
"2016-May-03","22:33:11",11.7,-20.5
"2016-May-03","22:38:12",11.7,-20.5
"2016-May-03","22:43:12",11.7,-20.5
"2016-May-03","22:48:12",11.7,-20.5
"2016-May-03","22:53:12",11.7,-20.5
"2016-May-03","22:58:12",11.7,-20.5
"2016-May-03","23:03:12",11.7,-20.5
"2016-May-03","23:08:12",11.7,-20.5
"2016-May-03","23:13:12",11.8,-20.5
"2016-May-03","23:18:12",11.8,-20.5
"2016-May-03","23:23:12",11.8,-20.5
"2016-May-03","23:28:12",11.8,-20.5
"2016-May-03","23:33:12",11.8,-20.5
"2016-May-03","23:38:12",11.8,-20.5
"2016-May-03","23:43:12",11.8,-20.5
"2016-May-03","23:48:12",11.8,-20.5
"2016-May-03","23:53:12",11.8,-20.5
"2016-May-03","23:58:12",11.8,-20.5
"2016-May-04","20:59:37",8.2,-20.5
"2016-May-04","21:04:59",8.7,-20.5
"2016-May-04","21:09:59",9.7,-20.5
"2016-May-04","21:14:59",10.3,-20.5
"2016-May-04","21:19:59",10.7,-20.5
"2016-May-04","21:24:59",10.8,-20.5
